Map,Player,Team,Agent,Overall VLR Rating,Overall ACS,Overall Kills,Overall Deaths,Overall Assists,Overall +/-,Overall KAST,Overall ADR,Overall HS%,Overall First Kills,Overall First Deaths,Overall First Blood +/-,Attack VLR Rating,Attack ACS,Attack Kills,Attack Deaths,Attack Assists,Attack +/-,Attack KAST,Attack ADR,Attack HS%,Attack First Kills,Attack First Deaths,Attack First Blood +/-,Defense VLR Rating,Defense ACS,Defense Kills,Defense Deaths,Defense Assists,Defense +/-,Defense KAST,Defense ADR,Defense HS%,Defense First Kills,Defense First Deaths,Defense First Blood +/-,Map Result,Rounds Won,Rounds Lost,Total Rounds,Attack Rounds Won,Attack Rounds Lost,Total Attack Rounds,Defense Rounds Won,Defense Rounds Lost,Total Defense Rounds,Attack Half Rounds Won,Attack Half Rounds Lost,Total Attack Half Rounds,Defense Half Rounds Won,Defense Half Rounds Lost,Total Defense Half Rounds,Overtime Attack Rounds Won,Overtime Attack Rounds Lost,Total Overtime Attack Rounds,Overtime Defense Rounds Won,Overtime Defense Rounds Lost,Total Overtime Defense Rounds,Overtime Rounds Won,Overtime Rounds Lost,Total Overtime Rounds
Haven,Sato,LEV,yoru,1.65,332,35,18,3,17,69%,197,27%,5,4,1,1.4,322,16,10,2,6,69%,189,23%,2,4,-2,1.9,343,19,8,1,11,69%,205,31%,3,0,3,Win,14,12,26,6,7,13,8,5,13,5,7,12,7,5,12,1,0,1,1,0,1,2,0,2
Haven,C0M,LEV,sova,1.1,149,10,13,18,-3,85%,118,24%,1,1,0,0.93,137,5,8,5,-3,77%,118,20%,1,0,1,1.27,162,5,5,13,0,92%,118,29%,0,1,-1,Win,14,12,26,6,7,13,8,5,13,5,7,12,7,5,12,1,0,1,1,0,1,2,0,2
Haven,kiNgg,LEV,omen,1.02,192,16,19,17,-3,73%,123,22%,3,1,2,0.63,134,5,11,8,-6,54%,91,26%,0,0,0,1.4,251,11,8,9,3,92%,155,20%,3,1,2,Win,14,12,26,6,7,13,8,5,13,5,7,12,7,5,12,1,0,1,1,0,1,2,0,2
Haven,tex,LEV,cypher,0.79,117,12,15,4,-3,62%,87,34%,1,4,-3,0.69,114,5,9,3,-4,54%,83,38%,0,3,-3,0.9,122,7,6,1,1,69%,90,32%,1,1,0,Win,14,12,26,6,7,13,8,5,13,5,7,12,7,5,12,1,0,1,1,0,1,2,0,2
Haven,Okeanos,LEV,neon,0.74,153,15,20,4,-5,62%,94,25%,1,5,-4,1.09,222,11,10,1,1,54%,134,26%,1,2,-1,0.39,86,4,10,3,-6,69%,53,23%,0,3,-3,Win,14,12,26,6,7,13,8,5,13,5,7,12,7,5,12,1,0,1,1,0,1,2,0,2
Haven,mada,NRG,neon,1.22,279,25,19,0,6,73%,181,28%,11,4,7,0.99,240,11,10,0,1,69%,139,28%,6,2,4,1.45,320,14,9,0,5,77%,222,29%,5,2,3,Loss,12,14,26,5,8,13,7,6,13,5,7,12,7,5,12,0,1,1,0,1,1,0,2,2
Haven,skuba,NRG,killjoy,1.05,211,20,18,3,2,81%,133,19%,2,1,1,0.72,148,7,9,1,-2,85%,101,15%,0,0,0,1.39,275,13,9,2,4,77%,165,23%,2,1,1,Loss,12,14,26,5,8,13,7,6,13,5,7,12,7,5,12,0,1,1,0,1,1,0,2,2
Haven,brawk,NRG,sova,1.04,183,16,16,8,0,77%,137,32%,2,1,1,1.04,171,7,8,5,-1,85%,136,17%,0,0,0,1.04,196,9,8,3,1,69%,139,48%,2,1,1,Loss,12,14,26,5,8,13,7,6,13,5,7,12,7,5,12,0,1,1,0,1,1,0,2,2
Haven,s0m,NRG,viper,0.96,168,17,17,12,0,69%,104,28%,0,3,-3,0.93,165,7,10,8,-3,69%,98,30%,0,3,-3,1,172,10,7,4,3,69%,109,27%,0,0,0,Loss,12,14,26,5,8,13,7,6,13,5,7,12,7,5,12,0,1,1,0,1,1,0,2,2
Haven,Ethan,NRG,omen,0.66,118,7,18,21,-11,81%,91,24%,0,2,-2,0.76,143,5,9,10,-4,77%,107,30%,0,2,-2,0.55,94,2,9,11,-7,85%,75,17%,0,0,0,Loss,12,14,26,5,8,13,7,6,13,5,7,12,7,5,12,0,1,1,0,1,1,0,2,2
Icebox,Sato,LEV,jett,1.3,263,25,16,1,9,67%,180,31%,4,3,1,1.71,388,18,8,1,10,75%,243,31%,3,1,2,0.89,139,7,8,0,-1,58%,117,33%,1,2,-1,Loss,11,13,24,8,4,12,3,9,12,8,4,12,3,9,12,0,0,0,0,0,0,0,0,0
Icebox,Okeanos,LEV,sage,0.95,154,13,15,11,-2,71%,99,30%,2,4,-2,1.36,169,7,5,10,2,92%,108,22%,1,2,-1,0.55,140,6,10,1,-4,50%,89,43%,1,2,-1,Loss,11,13,24,8,4,12,3,9,12,8,4,12,3,9,12,0,0,0,0,0,0,0,0,0
Icebox,tex,LEV,killjoy,0.93,191,18,16,3,2,79%,134,32%,1,3,-2,1,197,9,7,0,2,83%,129,38%,1,2,-1,0.86,187,9,9,3,0,75%,138,27%,0,1,-1,Loss,11,13,24,8,4,12,3,9,12,8,4,12,3,9,12,0,0,0,0,0,0,0,0,0
Icebox,kiNgg,LEV,viper,0.77,159,10,18,11,-8,67%,113,17%,2,2,0,0.51,110,4,9,3,-5,58%,84,11%,0,1,-1,1.03,210,6,9,8,-3,75%,142,21%,2,1,1,Loss,11,13,24,8,4,12,3,9,12,8,4,12,3,9,12,0,0,0,0,0,0,0,0,0
Icebox,C0M,LEV,sova,0.7,121,10,17,7,-7,54%,95,17%,1,2,-1,0.48,82,4,8,5,-4,58%,62,20%,0,1,-1,0.91,161,6,9,2,-3,50%,128,14%,1,1,0,Loss,11,13,24,8,4,12,3,9,12,8,4,12,3,9,12,0,0,0,0,0,0,0,0,0
Icebox,mada,NRG,jett,1.51,303,26,14,2,12,71%,175,31%,7,4,3,1.73,329,14,6,1,8,75%,192,29%,4,0,4,1.29,277,12,8,1,4,67%,158,36%,3,4,-1,Win,13,11,24,9,3,12,4,8,12,9,3,12,4,8,12,0,0,0,0,0,0,0,0,0
Icebox,s0m,NRG,killjoy,1.12,221,18,15,5,3,67%,138,35%,4,2,2,0.68,131,6,8,1,-2,67%,91,35%,2,2,0,1.56,312,12,7,4,5,67%,184,34%,2,0,2,Win,13,11,24,9,3,12,4,8,12,9,3,12,4,8,12,0,0,0,0,0,0,0,0,0
Icebox,skuba,NRG,viper,1.03,222,18,17,3,1,71%,169,27%,2,3,-1,1.24,232,11,7,2,4,75%,185,30%,0,2,-2,0.83,213,7,10,1,-3,67%,154,23%,2,1,1,Win,13,11,24,9,3,12,4,8,12,9,3,12,4,8,12,0,0,0,0,0,0,0,0,0
Icebox,Ethan,NRG,harbor,0.84,152,12,16,9,-4,67%,97,24%,1,1,0,1.19,208,9,7,6,2,75%,132,28%,1,1,0,0.5,97,3,9,3,-6,58%,62,15%,0,0,0,Win,13,11,24,9,3,12,4,8,12,9,3,12,4,8,12,0,0,0,0,0,0,0,0,0
Icebox,brawk,NRG,sova,0.71,103,8,14,12,-6,67%,73,11%,0,0,0,0.86,131,5,6,8,-1,75%,90,3%,0,0,0,0.55,75,3,8,4,-5,58%,57,38%,0,0,0,Win,13,11,24,9,3,12,4,8,12,9,3,12,4,8,12,0,0,0,0,0,0,0,0,0
Lotus,zekken,SEN,raze,1.58,297,19,12,9,7,100%,178,15%,6,3,3,1.56,344,7,5,3,2,100%,212,15%,3,1,2,1.6,274,12,7,6,5,100%,161,14%,3,2,1,Win,13,5,18,4,2,6,9,3,12,4,2,6,9,3,12,0,0,0,0,0,0,0,0,0
Lotus,bang,SEN,omen,1.55,236,18,8,10,10,83%,122,17%,1,2,-1,1.25,178,5,3,3,2,100%,79,0%,0,0,0,1.7,266,13,5,7,8,75%,143,26%,1,2,-1,Win,13,5,18,4,2,6,9,3,12,4,2,6,9,3,12,0,0,0,0,0,0,0,0,0
Lotus,N4RRATE,SEN,fade,1.4,280,18,11,6,7,89%,187,31%,3,1,2,1.44,276,6,4,3,2,100%,197,35%,1,1,0,1.37,284,12,7,3,5,83%,181,30%,2,0,2,Win,13,5,18,4,2,6,9,3,12,4,2,6,9,3,12,0,0,0,0,0,0,0,0,0
Lotus,johnqt,SEN,viper,1.11,160,10,9,9,1,89%,104,20%,0,0,0,1.17,162,4,3,1,1,83%,100,17%,0,0,0,1.09,161,6,6,8,0,92%,107,22%,0,0,0,Win,13,5,18,4,2,6,9,3,12,4,2,6,9,3,12,0,0,0,0,0,0,0,0,0
Lotus,Zellsis,SEN,vyse,0.96,130,8,8,4,0,83%,90,17%,0,2,-2,0.78,84,2,3,1,-1,83%,46,33%,0,0,0,1.06,154,6,5,3,1,83%,112,13%,0,2,-2,Win,13,5,18,4,2,6,9,3,12,4,2,6,9,3,12,0,0,0,0,0,0,0,0,0
Lotus,Xeppaa,C9,vyse,1.03,199,12,13,5,-1,89%,128,20%,3,1,2,0.95,189,8,9,2,-1,83%,111,24%,2,0,2,1.2,222,4,4,3,0,100%,161,17%,1,1,0,Loss,5,13,18,3,9,12,2,4,6,3,9,12,2,4,6,0,0,0,0,0,0,0,0,0
Lotus,mitch,C9,fade,0.75,132,10,13,4,-3,67%,83,21%,0,3,-3,0.64,113,5,9,3,-4,67%,80,14%,0,2,-2,0.96,170,5,4,1,1,67%,87,38%,0,1,-1,Loss,5,13,18,3,9,12,2,4,6,3,9,12,2,4,6,0,0,0,0,0,0,0,0,0
Lotus,v1c,C9,omen,0.6,146,8,16,9,-8,78%,96,14%,2,3,-1,0.64,126,4,10,7,-6,75%,92,13%,2,2,0,0.5,189,4,6,2,-2,83%,105,15%,0,1,-1,Loss,5,13,18,3,9,12,2,4,6,3,9,12,2,4,6,0,0,0,0,0,0,0,0,0
Lotus,neT,C9,viper,0.51,95,6,13,3,-7,61%,63,29%,0,1,-1,0.62,132,5,9,3,-4,58%,92,30%,0,0,0,0.29,24,1,4,0,-3,67%,5,0%,0,1,-1,Loss,5,13,18,3,9,12,2,4,6,3,9,12,2,4,6,0,0,0,0,0,0,0,0,0
Lotus,OXY,C9,neon,0.5,178,12,18,1,-6,72%,120,34%,3,2,1,0.47,185,8,12,0,-4,58%,117,24%,2,2,0,0.58,165,4,6,1,-2,100%,127,75%,1,0,1,Loss,5,13,18,3,9,12,2,4,6,3,9,12,2,4,6,0,0,0,0,0,0,0,0,0
Haven,N4RRATE,SEN,sova,1.61,284,20,12,8,8,86%,193,19%,4,3,1,1.46,254,10,7,5,3,92%,179,27%,4,1,3,1.8,321,10,5,3,5,80%,209,14%,0,2,-2,Win,13,9,22,9,3,12,4,6,10,9,3,12,4,6,10,0,0,0,0,0,0,0,0,0
Haven,bang,SEN,omen,1.19,162,14,12,17,2,91%,93,35%,1,2,-1,1.35,207,10,6,9,4,92%,127,53%,1,0,1,0.99,110,4,6,8,-2,90%,54,14%,0,2,-2,Win,13,9,22,9,3,12,4,6,10,9,3,12,4,6,10,0,0,0,0,0,0,0,0,0
Haven,johnqt,SEN,viper,1.18,208,14,9,12,5,82%,137,11%,1,0,1,1.43,227,9,4,6,5,92%,138,7%,1,0,1,0.87,185,5,5,6,0,70%,135,15%,0,0,0,Win,13,9,22,9,3,12,4,6,10,9,3,12,4,6,10,0,0,0,0,0,0,0,0,0
Haven,Zellsis,SEN,killjoy,0.9,185,15,13,3,2,68%,122,21%,1,2,-1,1.3,231,11,6,0,5,67%,146,25%,1,0,1,0.42,130,4,7,3,-3,70%,93,17%,0,2,-2,Win,13,9,22,9,3,12,4,6,10,9,3,12,4,6,10,0,0,0,0,0,0,0,0,0
Haven,zekken,SEN,neon,0.67,121,9,13,5,-4,64%,79,33%,2,6,-4,0.54,104,4,7,3,-3,58%,59,31%,1,3,-2,0.83,143,5,6,2,-1,70%,103,36%,1,3,-2,Win,13,9,22,9,3,12,4,6,10,9,3,12,4,6,10,0,0,0,0,0,0,0,0,0
Haven,OXY,C9,jett,1.36,298,24,16,1,8,73%,177,45%,7,2,5,1.83,411,15,7,0,8,90%,237,40%,4,0,4,0.97,205,9,9,1,0,58%,128,58%,3,2,1,Loss,9,13,22,6,4,10,3,9,12,6,4,10,3,9,12,0,0,0,0,0,0,0,0,0
Haven,mitch,C9,skye,0.92,170,10,14,11,-4,64%,121,16%,1,3,-2,1.02,135,4,4,5,0,70%,89,31%,1,1,0,0.84,201,6,10,6,-4,58%,148,10%,0,2,-2,Loss,9,13,22,6,4,10,3,9,12,6,4,10,3,9,12,0,0,0,0,0,0,0,0,0
Haven,Xeppaa,C9,killjoy,0.81,148,12,14,0,-2,64%,97,25%,2,2,0,0.93,112,4,4,0,0,80%,89,25%,1,0,1,0.72,179,8,10,0,-2,50%,103,25%,1,2,-1,Loss,9,13,22,6,4,10,3,9,12,6,4,10,3,9,12,0,0,0,0,0,0,0,0,0
Haven,v1c,C9,omen,0.59,90,8,14,3,-6,64%,54,28%,2,0,2,0.57,102,4,7,2,-3,80%,57,20%,2,0,2,0.6,81,4,7,1,-3,50%,51,38%,0,0,0,Loss,9,13,22,6,4,10,3,9,12,6,4,10,3,9,12,0,0,0,0,0,0,0,0,0
Haven,neT,C9,viper,0.49,75,5,14,5,-9,55%,49,19%,1,2,-1,0.35,64,2,6,0,-4,50%,42,11%,1,0,1,0.6,86,3,8,5,-5,58%,55,29%,0,2,-2,Loss,9,13,22,6,4,10,3,9,12,6,4,10,3,9,12,0,0,0,0,0,0,0,0,0
Icebox,aspas,MIBR,jett,1.57,287,24,11,3,13,83%,176,39%,7,3,4,2.22,378,17,3,2,14,100%,227,33%,3,1,2,0.86,189,7,8,1,-1,64%,120,50%,4,2,2,Win,13,10,23,9,3,12,4,7,11,9,3,12,4,7,11,0,0,0,0,0,0,0,0,0
Icebox,cortezia,MIBR,killjoy,1.35,263,22,15,5,7,74%,189,38%,2,3,-1,1.03,181,9,6,1,3,67%,140,50%,2,3,-1,1.7,354,13,9,4,4,82%,243,32%,0,0,0,Win,13,10,23,9,3,12,4,7,11,9,3,12,4,7,11,0,0,0,0,0,0,0,0,0
Icebox,Verno,MIBR,sova,0.95,166,12,14,4,-2,83%,111,26%,1,1,0,1.2,206,9,6,3,3,100%,128,28%,1,0,1,0.66,124,3,8,1,-5,64%,94,25%,0,1,-1,Win,13,10,23,9,3,12,4,7,11,9,3,12,4,7,11,0,0,0,0,0,0,0,0,0
Icebox,artzin,MIBR,harbor,0.81,202,16,17,9,-1,78%,127,19%,1,4,-3,0.81,261,11,10,3,1,75%,158,14%,0,2,-2,0.81,139,5,7,6,-2,82%,93,31%,1,2,-1,Win,13,10,23,9,3,12,4,7,11,9,3,12,4,7,11,0,0,0,0,0,0,0,0,0
Icebox,xenom,MIBR,viper,0.72,138,11,16,5,-5,61%,93,43%,0,1,-1,0.58,127,4,8,4,-4,67%,95,63%,0,0,0,0.88,151,7,8,1,-1,55%,91,31%,0,1,-1,Win,13,10,23,9,3,12,4,7,11,9,3,12,4,7,11,0,0,0,0,0,0,0,0,0
Icebox,Cryocells,100T,jett,1.22,221,20,15,1,5,83%,134,34%,2,3,-1,0.65,159,7,8,1,-1,91%,108,33%,1,1,0,1.74,278,13,7,0,6,75%,157,35%,1,2,-1,Loss,10,13,23,7,4,11,3,9,12,7,4,11,3,9,12,0,0,0,0,0,0,0,0,0
Icebox,eeiu,100T,sova,0.92,179,14,17,4,-3,74%,116,34%,0,1,-1,1.16,218,9,7,1,2,91%,143,29%,0,1,-1,0.7,144,5,10,3,-5,58%,91,42%,0,0,0,Loss,10,13,23,7,4,11,3,9,12,7,4,11,3,9,12,0,0,0,0,0,0,0,0,0
Icebox,Asuna,100T,omen,0.8,188,14,17,7,-3,61%,137,29%,2,3,-1,1.27,244,9,6,5,3,73%,166,36%,1,1,0,0.37,137,5,11,2,-6,50%,111,22%,1,2,-1,Loss,10,13,23,7,4,11,3,9,12,7,4,11,3,9,12,0,0,0,0,0,0,0,0,0
Icebox,Kess,100T,killjoy,0.74,151,12,16,1,-4,70%,104,32%,3,2,1,0.82,142,6,6,0,0,82%,102,38%,0,2,-2,0.67,160,6,10,1,-4,58%,106,29%,3,0,3,Loss,10,13,23,7,4,11,3,9,12,7,4,11,3,9,12,0,0,0,0,0,0,0,0,0
Icebox,zander,100T,viper,0.52,172,13,20,3,-7,65%,110,21%,5,2,3,0.83,226,9,8,2,1,100%,143,29%,4,0,4,0.23,123,4,12,1,-8,33%,81,13%,1,2,-1,Loss,10,13,23,7,4,11,3,9,12,7,4,11,3,9,12,0,0,0,0,0,0,0,0,0
Bind,cortezia,MIBR,viper,1.53,279,28,14,2,14,69%,168,38%,2,3,-1,2.12,376,20,5,0,15,85%,218,42%,2,1,1,0.94,183,8,9,2,-1,54%,119,32%,0,2,-2,Win,14,12,26,11,2,13,3,10,13,10,2,12,2,10,12,1,0,1,1,0,1,2,0,2
Bind,xenom,MIBR,brimstone,0.96,171,17,16,6,1,73%,108,46%,1,1,0,1.25,224,11,7,4,4,77%,142,53%,1,0,1,0.68,118,6,9,2,-3,69%,74,36%,0,1,-1,Win,14,12,26,11,2,13,3,10,13,10,2,12,2,10,12,1,0,1,1,0,1,2,0,2
Bind,Verno,MIBR,skye,0.96,195,15,19,12,-4,62%,125,46%,2,3,-1,0.98,183,7,8,9,-1,85%,114,37%,2,0,2,0.94,208,8,11,3,-3,38%,135,55%,0,3,-3,Win,14,12,26,11,2,13,3,10,13,10,2,12,2,10,12,1,0,1,1,0,1,2,0,2
Bind,aspas,MIBR,raze,0.96,212,19,20,7,-1,73%,142,16%,1,2,-1,1.16,260,12,10,4,2,85%,177,18%,1,0,1,0.77,166,7,10,3,-3,62%,106,14%,0,2,-2,Win,14,12,26,11,2,13,3,10,13,10,2,12,2,10,12,1,0,1,1,0,1,2,0,2
Bind,artzin,MIBR,yoru,0.3,100,9,23,6,-14,65%,67,13%,2,9,-7,0.35,123,6,11,3,-5,77%,83,25%,2,4,-2,0.24,79,3,12,3,-9,54%,51,5%,0,5,-5,Win,14,12,26,11,2,13,3,10,13,10,2,12,2,10,12,1,0,1,1,0,1,2,0,2
Bind,Cryocells,100T,yoru,1.22,245,27,17,2,10,77%,152,27%,3,3,0,1.53,270,16,8,1,8,92%,169,19%,2,0,2,0.9,222,11,9,1,2,62%,135,42%,1,3,-2,Loss,12,14,26,10,3,13,2,11,13,10,2,12,2,10,12,0,1,1,0,1,1,0,2,2
Bind,Asuna,100T,raze,1.18,274,22,19,7,3,85%,187,17%,8,0,8,1.26,258,11,7,4,4,100%,161,19%,5,0,5,1.1,292,11,12,3,-1,69%,212,15%,3,0,3,Loss,12,14,26,10,3,13,2,11,13,10,2,12,2,10,12,0,1,1,0,1,1,0,2,2
Bind,eeiu,100T,fade,0.94,181,17,15,9,2,81%,128,22%,1,1,0,1.42,177,10,3,5,7,92%,129,17%,1,0,1,0.46,186,7,12,4,-5,69%,127,26%,0,1,-1,Loss,12,14,26,10,3,13,2,11,13,10,2,12,2,10,12,0,1,1,0,1,1,0,2,2
Bind,zander,100T,viper,0.92,171,14,16,6,-2,77%,107,19%,2,0,2,0.89,168,6,6,4,0,92%,111,30%,2,0,2,0.96,174,8,10,2,-2,62%,102,11%,0,0,0,Loss,12,14,26,10,3,13,2,11,13,10,2,12,2,10,12,0,1,1,0,1,1,0,2,2
Bind,Kess,100T,brimstone,0.62,150,12,21,14,-9,65%,105,28%,4,4,0,0.91,179,8,8,7,0,85%,133,26%,3,0,3,0.34,122,4,13,7,-9,46%,77,33%,1,4,-3,Loss,12,14,26,10,3,13,2,11,13,10,2,12,2,10,12,0,1,1,0,1,1,0,2,2
Corrode,JonahP,G2,viper,1.42,280,23,15,3,8,75%,165,35%,2,2,0,1.59,328,13,8,3,5,83%,189,25%,2,0,2,1.24,234,10,7,0,3,67%,140,56%,0,2,-2,Loss,11,13,24,6,6,12,5,7,12,6,6,12,5,7,12,0,0,0,0,0,0,0,0,0
Corrode,valyn,G2,omen,1.3,262,23,17,8,6,71%,177,29%,1,1,0,1.31,241,11,8,6,3,75%,159,14%,0,1,-1,1.3,285,12,9,2,3,67%,195,48%,1,0,1,Loss,11,13,24,6,6,12,5,7,12,6,6,12,5,7,12,0,0,0,0,0,0,0,0,0
Corrode,trent,G2,fade,1.08,183,15,14,9,1,83%,112,38%,0,3,-3,1.28,206,9,7,6,2,83%,130,30%,0,1,-1,0.89,160,6,7,3,-1,83%,95,50%,0,2,-2,Loss,11,13,24,6,6,12,5,7,12,6,6,12,5,7,12,0,0,0,0,0,0,0,0,0
Corrode,jawgemo,G2,neon,0.69,171,13,20,6,-7,67%,110,25%,5,4,1,0.64,146,6,10,4,-4,67%,89,23%,2,2,0,0.74,197,7,10,2,-3,67%,130,27%,3,2,1,Loss,11,13,24,6,6,12,5,7,12,6,6,12,5,7,12,0,0,0,0,0,0,0,0,0
Corrode,BABYBAY,G2,chamber,0.55,137,11,19,2,-8,63%,83,22%,3,3,0,0.64,153,6,9,2,-3,75%,86,13%,2,2,0,0.46,122,5,10,0,-5,50%,79,30%,1,1,0,Loss,11,13,24,6,6,12,5,7,12,6,6,12,5,7,12,0,0,0,0,0,0,0,0,0
Corrode,yay,EG,chamber,1.37,328,29,18,2,11,83%,212,35%,8,3,5,1.64,348,16,8,0,8,100%,238,38%,4,1,3,1.09,309,13,10,2,3,67%,186,32%,4,2,2,Win,13,11,24,7,5,12,6,6,12,7,5,12,6,6,12,0,0,0,0,0,0,0,0,0
Corrode,Derrek,EG,omen,1.17,235,21,17,3,4,79%,151,47%,0,1,-1,1.1,180,8,7,1,1,83%,137,43%,0,1,-1,1.25,290,13,10,2,3,75%,166,50%,0,0,0,Win,13,11,24,7,5,12,6,6,12,7,5,12,6,6,12,0,0,0,0,0,0,0,0,0
Corrode,NaturE,EG,sova,1.15,209,18,15,5,3,79%,135,24%,3,1,2,0.92,169,7,8,2,-1,75%,96,41%,1,1,0,1.38,251,11,7,3,4,83%,173,17%,2,0,2,Win,13,11,24,7,5,12,6,6,12,7,5,12,6,6,12,0,0,0,0,0,0,0,0,0
Corrode,supamen,EG,viper,0.58,117,9,17,3,-8,46%,78,44%,2,2,0,0.82,198,8,9,2,-1,50%,124,53%,2,1,1,0.34,36,1,8,1,-7,42%,31,25%,0,1,-1,Win,13,11,24,7,5,12,6,6,12,7,5,12,6,6,12,0,0,0,0,0,0,0,0,0
Corrode,icy,EG,neon,0.49,115,8,18,5,-10,58%,85,26%,0,4,-4,0.53,93,4,8,1,-4,58%,70,56%,0,1,-1,0.45,138,4,10,4,-6,58%,101,16%,0,3,-3,Win,13,11,24,7,5,12,6,6,12,7,5,12,6,6,12,0,0,0,0,0,0,0,0,0
Haven,trent,G2,fade,1.81,232,17,5,6,12,82%,169,25%,0,1,-1,1.2,189,3,3,3,0,40%,120,9%,0,1,-1,2.07,251,14,2,3,12,100%,189,31%,0,0,0,Win,13,4,17,3,2,5,10,2,12,3,2,5,10,2,12,0,0,0,0,0,0,0,0,0
Haven,JonahP,G2,viper,1.59,322,20,10,9,10,88%,211,24%,4,1,3,1.15,241,4,4,3,0,60%,197,18%,1,1,0,1.77,356,16,6,6,10,100%,217,25%,3,0,3,Win,13,4,17,3,2,5,10,2,12,3,2,5,10,2,12,0,0,0,0,0,0,0,0,0
Haven,valyn,G2,omen,1.22,236,14,12,7,2,82%,174,33%,3,1,2,1.85,283,6,3,1,3,80%,209,40%,0,0,0,0.96,218,8,9,6,-1,83%,159,31%,3,1,2,Win,13,4,17,3,2,5,10,2,12,3,2,5,10,2,12,0,0,0,0,0,0,0,0,0
Haven,jawgemo,G2,yoru,1.05,189,13,9,2,4,88%,113,22%,3,0,3,0.94,163,3,3,0,0,80%,97,60%,0,0,0,1.09,200,10,6,2,4,92%,119,16%,3,0,3,Win,13,4,17,3,2,5,10,2,12,3,2,5,10,2,12,0,0,0,0,0,0,0,0,0
Haven,BABYBAY,G2,vyse,0.75,160,9,13,9,-4,82%,110,26%,0,4,-4,0.33,57,1,4,2,-3,60%,39,0%,0,2,-2,0.93,203,8,9,7,-1,92%,140,32%,0,2,-2,Win,13,4,17,3,2,5,10,2,12,3,2,5,10,2,12,0,0,0,0,0,0,0,0,0
Haven,NaturE,EG,breach,1.37,316,18,15,8,3,82%,203,19%,0,1,-1,1.05,242,9,12,6,-3,83%,165,12%,0,1,-1,2.15,493,9,3,2,6,80%,294,31%,0,0,0,Loss,4,13,17,2,10,12,2,3,5,2,10,12,2,3,5,0,0,0,0,0,0,0,0,0
Haven,Derrek,EG,sova,1.03,202,11,13,3,-2,71%,143,26%,2,0,2,1.15,240,9,10,2,-1,67%,168,29%,1,0,1,0.76,112,2,3,1,-1,80%,81,13%,1,0,1,Loss,4,13,17,2,10,12,2,3,5,2,10,12,2,3,5,0,0,0,0,0,0,0,0,0
Haven,supamen,EG,omen,0.64,130,8,14,6,-6,71%,87,29%,1,1,0,0.5,118,5,11,4,-6,67%,83,24%,0,1,-1,1,162,3,3,2,0,80%,96,50%,1,0,1,Loss,4,13,17,2,10,12,2,3,5,2,10,12,2,3,5,0,0,0,0,0,0,0,0,0
Haven,yay,EG,jett,0.51,161,9,16,1,-7,59%,121,21%,4,6,-2,0.56,178,7,12,1,-5,58%,129,15%,2,5,-3,0.39,122,2,4,0,-2,60%,99,43%,2,1,1,Loss,4,13,17,2,10,12,2,3,5,2,10,12,2,3,5,0,0,0,0,0,0,0,0,0
Haven,icy,EG,cypher,0.27,70,3,15,3,-12,47%,53,46%,0,2,-2,0.22,75,2,11,1,-9,33%,57,50%,0,2,-2,0.4,62,1,4,2,-3,80%,43,40%,0,0,0,Loss,4,13,17,2,10,12,2,3,5,2,10,12,2,3,5,0,0,0,0,0,0,0,0,0
Ascent,valyn,G2,omen,1.62,268,17,8,8,9,94%,167,35%,2,0,2,1.28,202,9,6,4,3,92%,141,45%,1,0,1,2.44,427,8,2,4,6,100%,229,25%,1,0,1,Win,13,4,17,9,3,12,4,1,5,9,3,12,4,1,5,0,0,0,0,0,0,0,0,0
Ascent,BABYBAY,G2,chamber,1.39,221,15,7,1,8,76%,156,20%,2,2,0,1.35,245,11,6,0,5,67%,155,20%,2,2,0,1.51,166,4,1,1,3,100%,160,20%,0,0,0,Win,13,4,17,9,3,12,4,1,5,9,3,12,4,1,5,0,0,0,0,0,0,0,0,0
Ascent,trent,G2,sova,1.18,224,13,10,7,3,82%,161,28%,1,1,0,1.01,171,8,6,0,2,75%,120,26%,1,0,1,1.59,352,5,4,7,1,100%,261,29%,0,1,-1,Win,13,4,17,9,3,12,4,1,5,9,3,12,4,1,5,0,0,0,0,0,0,0,0,0
Ascent,JonahP,G2,vyse,1.14,234,15,11,6,4,76%,133,20%,2,2,0,0.93,221,10,9,5,1,75%,130,18%,0,2,-2,1.63,267,5,2,1,3,80%,140,25%,2,0,2,Win,13,4,17,9,3,12,4,1,5,9,3,12,4,1,5,0,0,0,0,0,0,0,0,0
Ascent,jawgemo,G2,yoru,0.96,183,11,11,6,0,82%,110,22%,2,3,-1,1.16,228,9,8,5,1,92%,138,18%,2,2,0,0.49,75,2,3,1,-1,60%,43,50%,0,1,-1,Win,13,4,17,9,3,12,4,1,5,9,3,12,4,1,5,0,0,0,0,0,0,0,0,0
Ascent,NaturE,EG,kayo,1.19,253,13,14,12,-1,82%,147,21%,1,1,0,1.44,235,4,4,3,0,100%,123,26%,0,0,0,1.08,261,9,10,9,-1,75%,157,19%,1,1,0,Loss,4,13,17,1,4,5,3,9,12,1,4,5,3,9,12,0,0,0,0,0,0,0,0,0
Ascent,yay,EG,jett,0.81,199,13,14,1,-1,59%,126,30%,2,4,-2,0.4,168,3,5,0,-2,60%,106,38%,1,2,-1,0.98,212,10,9,1,1,58%,134,27%,1,2,-1,Loss,4,13,17,1,4,5,3,9,12,1,4,5,3,9,12,0,0,0,0,0,0,0,0,0
